recid	D	earnings	prevearn	edu
310269	0	1490	554	8
310275	0	0	8000	8
310276	1	21231	5785	12
310277	0	33282	8000	12
310278	1	19025	6000	10
310279	0	0	0	9
310281	0	5232	1777	12
310282	0	1607	0	9
310286	1	32544	80	9
310287	0	13089	2487	12
310289	1	23341	13000	12
310290	1	9615	6000	14
310291	1	16263	500	12
310294	1	34470	6000	12
310297	0	0	0	8
310298	1	40925	0	12
310301	0	61	0	11
310303	1	6864	900	12
310304	1	21291	0	12
310306	1	0	0	12
310309	0	18250	6000	9
310310	1	90987	0	12
310312	1	120	500	12
310314	0	2450	250	10
310315	1	8304	629	9
310317	1	2043	0	11
310328	1	25064	0	9
310332	1	22723	9000	14
310333	1	20612	13566	12
310335	1	46228	1600	12
310340	1	10515	2191	12
310342	1	1617	2580	10
310346	1	2433	0	10
310347	0	11100	0	12
310348	1	0	0	12
310349	1	27885	0	11
310352	0	1723	4100	16
310353	1	12849	2000	12
310356	0	14107	0	12
310357	0	6972	0	9
310359	1	19542	0	12
310365	0	30286	4575	14
310366	0	10599	2000	12
310368	0	85203	8000	16
310370	1	45	4000	12
310371	0	14282	4800	12
310377	1	26492	5000	12
310378	1	12411	2000	12
310380	1	20997	600	12
310384	1	20973	8000	12
310385	0	0	676	12
310387	0	909	652	12
310396	0	15374	4000	12
310400	1	37505	6282	11
310401	0	58146	20000	12
310404	1	27822	3010	12
310409	1	8994	2640	12
310414	1	31715	800	13
310423	0	57261	4900	16
310424	1	0	1382	8
310426	1	100	6373	13
310429	1	6998	200	12
310431	0	8820	3160	12
310433	1	8382	2300	12
310434	1	1324	3000	13
310438	1	0	4800	16
310439	1	9018	1368	12
310447	1	321	0	12
310454	0	0	2976	8
310455	1	20382	5000	15
310457	0	9266	1500	13
310458	0	36552	500	11
310462	0	0	7998	14
310465	0	2100	5000	11
310466	0	0	0	8
310472	0	21277	100	12
310473	1	5940	500	12
310476	1	51198	13000	17
310477	1	0	0	8
310482	1	13562	2000	13
310485	1	26133	5616	12
310487	1	25897	0	10
310488	0	1368	14000	12
310493	1	22171	11400	9
310494	1	70155	0	9
310497	1	1534	4500	14
310501	1	8040	0	10
310502	0	13827	6000	12
310504	1	11327	5683	11
310511	1	35694	3200	17
310514	1	0	3000	10
310515	1	63713	1020	12
310517	1	3286	3000	14
310520	1	2991	0	11
310523	1	10411	3362	12
310526	1	4518	1524	11
310529	1	50861	5760	16
310533	0	23847	5486	9
310534	1	0	3000	12
310536	0	26107	0	10
310537	1	1744	300	12
310539	0	7020	0	14
310541	1	1254	300	13
310543	1	26288	780	14
310544	0	29931	19800	12
310546	1	15073	7000	12
310551	0	2008	0	11
310552	1	30432	402	10
310556	0	2829	1440	9
310557	1	13705	59	12
310558	1	31650	0	9
310560	1	15633	6600	12
310561	1	33287	860	14
310563	1	19146	78	13
310564	1	1704	3000	11
310565	1	17358	146	12
310568	1	25887	0	11
310571	1	408	6612	11
310574	1	87	0	14
310575	0	34236	9000	11
310576	1	9763	1580	12
310581	0	20430	5148	9
310582	1	5991	0	12
310585	0	45194	18000	16
310588	1	3618	728	9
310589	0	5988	2500	12
310592	1	17610	4000	14
310594	0	7377	3115	12
310595	1	19634	3700	12
310597	0	25053	0	11
310598	1	20961	2000	12
310602	1	3986	2700	8
310603	1	27056	3464	10
310605	1	28749	3692	13
310606	0	1209	5200	12
310610	1	15569	0	12
310612	1	33206	4000	12
310614	1	0	397	11
310615	1	7398	2400	12
310617	1	16449	400	11
310618	1	3123	647	12
310622	1	55182	9240	11
310624	1	1086	4000	11
310626	1	9447	0	9
310629	0	15003	8000	12
310632	0	0	300	10
310633	1	17168	5400	13
310636	0	7718	0	12
310641	1	6520	2000	12
310642	1	874	12000	10
310643	1	47205	28000	17
310644	1	18270	2222	9
310647	1	6835	2500	10
310650	1	10565	1000	11
310651	0	0	0	12
310656	1	57	32	12
310657	0	44442	0	12
310658	0	36147	6000	12
310661	0	0	200	13
310662	1	44601	10000	10
310664	1	9110	0	10
310668	0	10287	4473	11
310669	1	27683	0	13
310673	1	21710	1347	12
310676	1	0	960	11
310678	1	18990	3000	12
310682	1	51741	0	12
310684	0	1365	1600	12
310685	1	39441	0	12
310688	1	6495	4480	11
310689	1	45701	3000	12
310690	1	4663	0	12
310691	1	27990	2000	12
310692	0	16974	725	8
310693	0	17236	12000	12
310694	1	6646	1400	13
310696	1	4731	0	10
310698	1	3031	270	12
310700	1	0	0	12
310702	1	2180	890	11
310705	0	14742	900	7
310706	1	925	0	12
310708	1	4215	3120	12
310709	0	4560	200	12
310710	0	24156	5000	9
310713	1	2543	16000	12
310715	1	0	6240	12
310718	0	6324	0	11
310721	1	672	700	9
310723	0	33140	9000	8
310725	1	16328	0	12
310728	0	9969	850	12
310731	1	17448	1646	12
310733	0	0	98	12
310734	1	31689	1020	10
310736	1	18093	5000	12
310739	1	5961	165	12
310740	1	0	260	11
310741	0	0	0	12
310744	1	25439	0	10
310746	0	5451	0	12
310747	1	0	379	9
310750	1	19509	200	14
310754	1	1752	5000	9
310755	1	33276	418	12
310756	0	1581	0	11
310762	0	846	6614	12
310763	1	15138	1600	14
310768	1	0	0	9
310771	1	26923	521	12
310772	1	10587	6	12
310775	1	4446	200	12
310777	1	20808	17000	12
310782	0	13961	5000	10
310785	0	929	1488	10
310787	1	3735	0	12
310789	1	3336	4900	9
310790	1	0	0	8
310793	0	18012	700	10
310795	1	2034	36	12
310805	1	12348	2160	12
310806	1	14026	2300	12
310807	1	0	0	10
310813	1	2761	0	9
310816	1	0	0	13
310818	0	7731	3000	11
310819	1	1393	1000	12
310828	1	0	0	11
310832	0	0	0	10
310833	1	31170	0	13
310834	1	39260	0	12
310837	0	20181	5760	10
310840	0	14247	5000	9
310843	0	27323	4462	12
310844	0	64911	0	12
310846	1	13934	6000	8
310847	1	12264	800	10
310851	1	390	3444	12
310852	1	23544	400	13
310853	1	14988	0	12
310855	1	10248	6400	12
310856	0	10395	90	12
310857	0	903	0	12
310859	1	40858	8000	14
310860	1	13381	1350	10
310864	0	8883	15600	8
310865	0	10851	900	12
310868	1	6940	1000	12
310869	0	43976	6500	10
310870	1	0	7000	12
310872	0	28161	248	11
310878	1	1998	520	13
310880	1	19044	2000	12
310882	0	15714	0	12
310885	1	41680	4000	12
310886	0	0	150	12
310889	0	4144	1100	12
310894	1	11003	6000	12
310896	0	783	6	11
310898	1	3363	0	11
310905	0	0	0	12
310907	0	4669	2320	12
310908	0	3639	900	12
310909	1	0	500	11
310914	1	10209	0	12
310916	0	0	0	12
310918	1	34044	0	13
310923	1	2392	4700	16
310924	1	0	0	12
310927	0	29931	6800	14
310931	1	28872	3500	11
310934	0	25632	8000	13
310936	0	24951	900	10
310938	1	1986	0	12
310942	1	16892	0	11
310943	0	13981	2876	11
310945	1	8553	0	10
310946	0	10569	0	11
310947	1	25691	5000	12
310949	0	16307	500	12
310951	0	17915	500	13
310953	1	5328	2299	12
310955	0	19553	5000	13
310956	0	18950	0	12
310957	0	12716	2428	13
310960	1	14465	1608	13
310963	1	23727	2848	13
310964	1	27340	0	12
310968	1	31431	2212	8
310971	1	1028	0	11
310972	0	1236	0	10
310974	1	63673	18000	9
310978	1	27085	9344	15
310983	1	5991	1000	11
310984	1	16869	1783	12
310986	0	0	0	12
310987	0	29400	12000	11
310988	1	54591	14000	12
310990	1	33836	1840	12
310992	1	0	2000	12
310993	1	78	700	16
310996	1	27926	1000	11
311001	0	21381	6000	10
311003	1	22320	12000	12
311004	1	0	1506	12
311006	0	11685	0	9
311008	1	26055	1120	12
311009	1	28134	3000	12
311012	0	0	0	12
311014	1	0	0	13
311016	1	31645	1102	12
311017	0	796	6120	12
311021	0	7986	558	11
311023	1	5106	0	10
311024	1	5789	7878	10
311025	1	4353	0	10
311029	1	604	7200	10
311038	0	3409	1600	12
311039	1	10396	0	12
311040	0	7337	4500	10
311041	0	4608	1000	11
311043	1	28884	1000	12
311045	1	2493	6000	12
311046	1	18014	0	8
311047	1	25268	0	8
311048	0	18213	6000	12
311050	0	9849	4000	12
311052	1	621	0	12
311054	1	31235	0	14
311056	1	0	0	12
311057	1	0	0	12
311059	1	0	300	10
311064	1	30228	0	11
311065	1	2786	1000	12
311068	1	26265	5300	12
311069	1	15655	0	13
311070	1	44614	2400	12
311072	1	0	0	11
311073	0	2776	9000	12
311074	0	11406	200	11
311075	1	12751	0	11
311076	1	1065	0	12
311077	1	0	0	9
311078	1	438	0	10
311079	1	6255	0	12
311080	0	29629	8000	12
311082	1	22251	0	12
311083	1	0	2558	9
311087	1	27233	0	12
311088	1	28453	0	13
311089	0	10934	2300	12
311092	1	0	6000	12
311095	1	17271	7261	12
311096	0	0	0	11
311097	1	3036	0	12
311103	1	33640	2343	12
311104	1	38486	5980	14
311105	0	0	0	12
311106	0	20758	8216	12
311109	1	46564	0	11
311111	1	203	1200	9
311113	1	6518	1000	14
311117	1	52265	18000	10
311118	1	63656	18000	16
311121	1	972	0	10
311127	1	15409	2000	16
311128	0	10173	0	10
311129	1	57785	2560	12
311130	1	23927	7681	12
311132	1	35490	0	12
311133	1	29916	10	12
311135	1	27064	13156	12
311136	1	36720	3000	13
311138	1	17355	6807	11
311139	0	10080	0	12
311141	1	0	1400	8
311143	0	19032	4162	12
311145	1	13789	0	8
311148	1	918	1800	12
311149	1	20682	0	8
311154	0	1202	7500	12
311156	0	32447	12000	12
311157	0	17460	0	10
311160	1	22364	7500	12
311161	1	294	0	12
311163	1	22473	7230	12
311167	1	13581	6000	12
311169	1	3762	600	15
311171	1	12627	3000	12
311172	1	0	0	10
311173	1	24203	3000	10
311179	1	0	9500	12
311183	0	15945	4520	11
311184	0	21765	1107	14
311188	0	0	7056	12
311189	1	1274	500	10
311193	1	2322	0	11
311197	1	20238	4962	12
311201	1	49242	10720	12
311202	0	3684	0	12
311203	1	51	0	13
311204	1	0	0	14
311206	0	0	0	12
311207	0	29343	0	12
311208	1	12504	98	12
311209	0	22959	7500	12
311216	1	26191	1500	12
311218	1	31911	3000	10
311220	0	1149	5000	11
311222	1	53439	3542	9
311223	1	5496	2000	9
311228	0	29957	7000	12
311233	1	2542	4000	13
311240	1	10275	800	12
311242	0	15119	5014	11
311243	1	21969	0	9
311246	1	0	1914	10
311247	1	0	750	9
311248	1	933	0	11
311249	0	5019	2759	10
311252	1	7092	300	12
311253	1	0	960	12
311256	1	3933	1284	14
311257	0	25929	5200	8
311258	1	19046	4436	13
311261	0	33063	8500	13
311265	1	0	0	13
311266	1	9607	8700	14
311267	1	2772	4000	10
311269	1	690	0	9
311270	1	4938	5928	12
311272	0	34182	200	14
311274	1	18084	900	11
311275	0	50630	9401	10
311276	1	15458	9360	12
311277	1	3756	0	12
311280	0	10947	5440	12
311283	1	0	650	13
311285	1	0	3100	12
311289	1	0	5000	10
311290	1	4683	0	12
311292	1	42445	3000	12
311293	1	0	2680	17
311295	1	8092	12000	16
311299	1	16028	715	12
311300	1	28474	7000	14
311301	0	26127	4000	17
311303	1	10104	3000	9
311310	1	27476	6000	12
311314	1	43524	3460	12
311315	0	18695	1072	12
311316	0	0	588	12
311321	0	2260	0	16
311323	1	0	5000	12
311326	1	5635	10800	12
311327	0	9531	4000	12
311328	0	0	0	12
311330	1	15348	2340	17
311331	0	1458	0	12
311333	1	435	0	12
311336	1	0	0	8
311340	1	0	0	7
311342	1	1749	0	14
311345	0	26317	4000	13
311349	0	25020	0	12
311357	0	2660	4400	10
311360	0	15378	8000	12
311361	1	56150	5100	11
311363	0	39735	5086	13
311366	1	11867	0	13
311367	1	28213	550	13
311368	1	4913	230	12
311370	1	24825	8000	11
311376	1	7751	9200	12
311378	1	312	2400	8
311379	1	20025	2500	12
311385	1	44303	2000	12
311386	1	20193	0	12
311388	1	0	1998	16
311389	0	32119	6500	12
311390	1	41871	7000	12
311391	1	15682	0	12
311394	0	0	7441	12
311395	0	15981	1530	12
311396	1	40517	3306	14
311398	0	35883	0	10
311406	1	21524	910	10
311407	1	26014	0	12
311408	0	18384	5229	14
311417	0	6774	2680	12
311419	1	38849	0	15
311421	1	22851	1000	12
311423	1	20366	7661	12
311426	1	28186	2830	12
311427	1	22874	2000	12
311428	1	6204	8324	12
311429	0	16326	3000	11
311433	0	0	0	11
311436	0	63474	4800	16
311437	1	18848	2000	8
311438	1	0	0	12
311444	1	9968	5000	10
311445	0	13035	0	10
311447	0	0	0	11
311449	1	0	90	10
311450	0	0	335	8
311453	1	32496	1000	12
311454	1	22185	0	11
311455	1	0	0	12
311456	0	2253	3005	11
311457	1	8092	10000	9
311458	1	21118	1072	9
311461	0	5211	850	12
311464	0	30618	3660	12
311466	1	26091	557	12
311467	1	5250	0	12
311472	1	44	1120	9
311474	1	35999	2500	12
311475	1	999	0	12
311476	1	204	0	10
311478	1	0	0	10
311480	1	27579	3862	14
311481	0	201	700	13
311483	0	49465	5800	12
311489	0	33466	9000	11
311490	1	20103	2000	12
311493	0	17692	180	12
311498	1	18492	8500	12
311500	1	41912	7500	13
311501	0	22200	700	10
311503	1	21279	4000	12
311506	1	28409	2602	12
311510	1	7893	2700	12
311512	0	4233	2700	12
311514	1	24075	0	14
311516	1	199	2010	9
311519	1	9497	4200	14
311521	1	30835	3900	12
311524	1	271	7800	11
311526	1	0	0	8
311527	1	10339	0	11
311528	1	1135	5500	12
311530	0	2274	3000	12
311533	1	24580	8000	9
311534	1	6603	1132	12
311535	1	15237	3000	12
311536	1	0	0	8
311537	1	63717	7000	12
311539	1	50930	3000	14
311541	0	21021	536	11
311545	1	61347	10000	12
311547	0	6105	4500	13
311548	1	18318	400	12
311549	0	1542	3840	10
311551	0	4620	600	12
311553	0	7008	0	10
311554	1	19110	0	12
311555	0	483	0	9
311557	0	0	0	11
311558	1	26428	10200	12
311560	1	11018	1000	12
311563	1	1245	3000	13
311565	1	18616	10500	14
311566	1	6201	7000	9
311567	0	30299	2700	13
311568	1	4187	1500	12
311570	1	1764	6257	9
311571	1	897	0	9
311572	0	12297	200	11
311576	1	17031	800	14
311579	1	24018	2500	12
311580	1	2235	0	11
311581	1	4932	0	12
311582	0	765	2000	14
311583	0	6406	5000	12
311584	1	372	0	12
311585	1	5608	600	12
311589	1	2074	5000	9
311592	1	6497	0	10
311593	0	38969	3000	12
311594	0	20510	5	12
311595	1	0	0	14
311598	0	8895	4800	9
311599	0	0	0	9
311601	1	43589	0	11
311605	1	143	72	12
311607	0	18790	0	12
311612	1	15938	250	13
311614	0	5880	1200	12
311621	1	20100	1876	8
311622	1	29874	0	13
311629	1	11091	0	12
311630	1	25510	11317	10
311631	1	13067	4000	11
311632	1	16899	1227	9
311636	1	23493	9808	13
311639	1	10888	0	14
311640	1	27371	0	15
311643	1	40945	0	12
311646	0	0	536	11
311647	1	12777	400	9
311650	1	8574	4500	9
311655	1	27876	10208	12
311657	0	19872	0	12
311658	1	6805	0	10
311660	0	38018	0	10
311661	0	12373	992	12
311662	1	1302	1500	11
311664	0	21631	100	12
311665	1	35142	9000	9
311669	1	18336	0	9
311670	1	0	0	9
311672	0	15069	2440	11
311673	1	1557	0	10
311674	1	46110	20160	12
311675	0	23952	4200	12
311676	1	0	0	10
311677	1	28090	2232	12
311678	1	3270	4000	10
311679	1	0	240	14
311682	0	34245	0	8
311686	0	5184	3500	11
311688	1	18811	0	12
311693	0	20178	3366	12
311696	1	8439	3000	15
311697	1	99	600	12
311699	1	3816	400	12
311700	1	6375	0	9
311707	1	14748	4200	11
311709	1	19533	3000	17
311710	0	8050	5618	12
311712	1	2728	3000	11
311715	1	0	8100	13
311722	0	0	0	12
311724	1	2537	1300	8
311725	1	8274	7000	16
311727	1	2271	0	10
311731	0	627	2520	10
311732	0	18129	1120	12
311733	1	0	2500	12
311734	1	0	0	11
311735	1	13513	7500	12
311736	1	38310	1200	12
311737	1	3771	0	8
311740	1	3179	0	11
311741	0	7749	300	10
311745	1	3927	1200	12
311746	0	21827	10000	12
311748	1	22460	3000	15
311749	1	16569	70	10
311751	1	20634	7200	13
311752	1	0	3500	12
311754	0	629	1542	11
311755	1	8321	3000	9
311756	1	66293	1000	12
311758	0	27453	5000	16
311759	0	0	1100	13
311764	1	37014	5760	10
311766	1	16692	500	12
311770	0	5432	0	8
311773	1	19620	230	12
311777	1	3222	1200	12
311782	0	1386	1132	12
311783	1	15917	0	12
311784	1	42717	2500	14
311785	1	13170	0	12
311789	0	15325	9100	11
311790	1	48810	3570	10
311791	1	37288	7500	11
311792	0	0	1200	12
311801	1	2246	800	16
311802	1	33287	0	11
311803	0	0	5400	9
311806	0	6993	4620	14
311807	0	11788	837	12
311808	1	6014	1380	12
311809	1	0	3000	14
311814	0	22925	7600	10
311815	1	1707	0	11
311819	1	35791	7000	12
311824	1	24206	3338	11
311825	1	8941	3069	12
311835	1	406	7000	10
311840	0	0	0	11
311842	0	32482	3000	10
311843	0	68989	330	13
311844	1	34364	9791	12
311846	0	11817	6000	12
311847	0	5532	0	11
311853	1	10950	560	12
311858	0	0	3100	9
311859	0	14158	0	17
311861	0	2738	2000	10
311865	1	24295	0	11
311866	0	9084	0	15
311868	1	14773	604	12
311869	1	4785	6440	12
311870	0	40	1000	11
311879	1	19350	0	12
311880	0	32409	2000	12
311881	1	2376	1900	12
311885	0	3695	0	16
311888	1	13875	0	12
311890	0	2223	0	9
311891	0	40284	0	16
311894	1	20374	5937	11
311895	1	0	13000	11
311897	0	0	0	11
311899	0	80379	0	14
311901	1	144	1000	12
311903	0	26298	9000	12
311904	0	630	7200	12
311905	1	0	0	10
311906	1	27561	0	10
311911	0	13755	0	12
311913	0	38077	2688	12
311916	0	5952	5624	12
311917	1	23646	1303	12
311919	0	0	0	9
311923	0	9316	4680	11
311925	0	7347	1099	12
311927	1	0	0	11
311930	1	0	0	12
311933	1	48840	12000	12
311936	1	13878	9622	12
311937	1	18	1000	8
311938	0	104	0	8
311939	1	0	0	7
311941	1	3493	1300	12
311943	1	27816	4000	9
311949	1	21654	160	8
311950	0	49751	11000	12
311958	0	34350	17000	14
311960	0	0	0	12
311962	1	14038	1600	12
311963	1	19669	2400	12
311964	1	26027	5440	12
311971	1	0	0	10
311974	0	22088	0	13
311975	1	7449	1940	12
311976	1	2695	1800	13
311982	0	11549	0	12
311985	1	17889	2500	12
311986	0	37284	0	10
311988	1	2902	135	12
311989	1	10263	2400	12
311990	1	837	900	9
311993	1	20825	2550	10
311994	0	0	0	8
311999	0	2955	744	8
312001	0	11502	2500	13
312002	1	0	0	8
312005	1	14537	900	13
312007	1	44623	400	16
312011	0	32004	200	8
312013	1	0	232	10
312015	1	11662	9000	12
312019	0	5910	2436	11
312020	1	100516	4308	12
312021	1	10790	4800	11
312023	1	49125	10000	13
312025	0	43644	10000	17
312026	1	9184	0	11
312030	1	6558	3185	11
312031	1	14726	0	12
312034	1	693	8900	12
312035	0	2760	245	11
312038	0	13164	3250	12
312042	0	47841	7000	10
312046	0	48084	1500	12
312049	1	19366	5040	12
312050	0	250	6000	12
312057	1	35544	6000	12
312061	1	8046	5962	12
312062	1	42936	660	15
312063	0	20850	4320	12
312065	0	7926	0	8
312067	0	2628	0	10
312068	1	150	5500	13
312070	1	25483	0	14
312071	1	36913	2500	12
312073	1	3366	2000	9
312078	1	2469	1900	11
312079	0	12297	6000	10
312080	1	2825	2400	12
312081	1	75107	9000	16
312082	1	973	1200	12
312084	1	9720	350	12
312089	1	62352	7621	12
312091	1	0	2157	12
312096	0	29047	9000	12
312097	1	18499	0	9
312098	1	17248	0	12
312099	0	23010	0	12
312100	1	0	0	10
312101	1	0	0	13
312104	1	17280	3800	13
312105	1	0	0	13
312108	1	36576	12800	13
312109	0	32437	550	12
312111	1	28509	2000	9
312112	1	350	1800	12
312114	1	251	816	11
312116	1	0	0	12
312117	1	29789	1200	13
312118	1	1035	3000	9
312120	0	2675	2500	11
312122	0	5704	0	11
312123	1	432	1200	12
312125	1	23955	800	12
312132	0	10297	364	10
312133	0	14704	2800	9
312136	1	26996	0	10
312137	1	599	120	12
312139	0	40519	23551	14
312140	0	6339	640	10
312144	0	28070	2000	13
312145	0	0	0	9
312148	0	18828	9338	12
312150	0	36585	0	9
312151	1	804	0	8
312154	0	868	6000	12
312156	1	0	276	11
312157	1	41588	3000	12
312158	0	27646	6400	12
312162	0	4623	0	13
312163	0	30900	6618	12
312164	1	20256	1200	11
312166	1	1014	1550	10
312169	1	12403	700	13
312178	0	0	1088	12
312180	0	31014	9000	12
312184	1	19890	0	10
312185	1	840	1200	9
312186	0	1929	0	12
312192	0	11242	7231	12
312197	1	1044	600	8
312199	1	717	0	12
312200	1	2022	2391	12
312202	1	21483	640	15
312203	0	24177	3000	10
312205	0	33360	0	12
312206	1	948	1322	12
312207	0	0	1000	12
312208	1	0	212	16
312213	1	19551	0	10
312215	1	375	0	11
312220	1	5032	8500	9
312221	0	1311	0	12
312223	1	5588	480	12
312225	1	42271	8522	12
312229	0	318	2800	7
312236	1	9264	2270	12
312237	1	18038	2422	13
312243	1	14400	11000	12
312244	1	0	0	11
312245	0	21303	8000	8
312247	1	29224	4000	12
312248	1	9167	384	12
312249	0	16387	5000	10
312253	0	10925	0	12
312254	1	18423	500	12
312255	0	1584	6000	12
312256	0	18956	8700	13
312259	0	6789	75	12
312260	1	34602	4000	12
312261	0	78788	20000	12
312262	1	2079	392	12
312263	1	20731	0	12
312265	0	873	0	14
312267	1	18390	0	15
312269	1	16029	0	11
312270	0	7596	0	16
312271	0	46111	0	12
312274	1	31308	840	13
312276	1	17337	3878	11
312278	1	0	0	12
312279	1	3411	0	12
312283	1	0	0	12
312284	0	5852	536	11
312285	0	46645	13000	14
312289	0	0	300	11
312295	1	3984	2500	12
312297	1	15623	0	13
312298	1	13871	3000	11
312303	1	27553	0	17
312305	1	2988	0	12
312308	0	47410	2439	12
312309	1	35409	15000	11
312310	1	6993	0	13
312311	1	33260	5200	12
312314	1	618	500	8
312316	1	12698	286	10
312317	1	6155	0	11
312318	1	6279	11000	10
312319	1	22725	800	11
312326	1	31484	0	11
312329	1	0	0	11
312334	0	1461	0	12
312337	1	11456	2400	12
312345	0	34793	0	13
312346	0	0	700	10
312347	1	23598	50	9
312348	0	26492	0	14
312349	0	1947	2732	11
312350	0	59490	7135	14
312351	1	32457	5000	12
312353	1	6241	3500	11
312356	1	44554	9600	8
312359	1	957	0	8
312360	1	26442	2900	12
312361	1	1140	0	12
312362	1	24313	3700	12
312363	1	1443	0	12
312365	0	13251	965	12
312366	1	32399	6500	12
312368	1	34604	0	10
312369	0	0	9000	7
312371	1	0	0	12
312373	1	22154	0	12
312374	0	18712	0	8
312378	1	40758	0	9
312379	1	10215	0	12
312380	1	321	60	12
312381	1	24996	175	12
312383	0	7056	3824	9
312385	1	25206	1506	13
312388	0	217	0	12
312389	0	5547	0	12
312392	1	372	5200	13
312393	0	17154	5200	10
312394	1	14004	0	12
312398	0	3484	5253	9
312401	1	0	11000	8
312402	0	11349	1701	10
312404	1	22078	2500	12
312406	1	24390	3200	13
312409	1	4443	0	8
312411	1	0	0	12
312412	1	2315	1500	11
312417	1	63423	11592	12
312420	1	8022	3515	12
312421	1	30249	600	14
312428	0	0	0	11
312432	0	21984	10000	11
312434	1	3609	0	12
312435	1	23098	3500	12
312438	1	11521	3500	11
312439	0	1820	6100	14
312440	0	8265	0	9
312442	0	55181	4896	14
312444	0	23010	1000	12
312448	1	2037	0	13
312449	1	0	5094	10
312450	1	20067	7200	10
312453	1	10080	0	12
312454	1	41079	0	16
312456	0	147	403	10
312457	0	26526	0	14
312458	0	7014	999	12
312460	0	8826	15000	13
312465	0	6331	2400	11
312466	1	3324	0	11
312467	1	17743	70	12
312473	1	14745	3000	8
312475	1	540	5000	12
312476	0	28908	10886	12
312477	1	56076	2400	12
312485	1	21553	5000	12
312495	1	7958	7181	10
312499	1	42026	9500	13
312500	0	35824	7728	12
312501	1	18535	98	10
312502	1	0	0	9
312503	1	4161	0	8
312505	1	2288	5000	12
312506	1	16780	1400	12
312507	0	762	8000	12
312508	1	7411	4200	12
312510	0	800	700	9
312514	1	11181	2000	13
312519	1	5394	1500	13
312522	0	34314	5520	12
312525	1	23306	12005	12
312526	0	21422	2400	12
312528	1	6048	0	16
312529	0	1299	0	9
312530	1	8069	8000	12
312531	1	0	850	14
312532	1	10845	0	11
312535	0	21932	5000	12
312536	1	46	5000	14
312537	0	15167	0	11
312538	0	1437	0	11
312540	1	6545	8076	12
312544	1	3270	6000	9
312545	1	8350	500	12
312547	1	23896	2246	10
312548	1	5232	295	8
312549	1	0	7000	12
312550	0	13204	0	9
312551	1	34062	1500	12
312555	0	222	5000	12
312558	1	2324	1171	16
312565	1	0	3000	12
312566	1	30073	3520	10
312568	1	0	0	12
312572	0	9000	11700	12
312573	1	12479	8113	12
312575	0	9685	0	12
312576	1	22698	11000	12
312577	1	51	200	9
312581	1	0	0	13
312583	0	13545	9664	14
312584	0	54050	0	12
312586	1	6291	4100	11
312587	1	6639	5749	10
312589	1	6144	400	12
312590	1	131	600	9
312591	1	0	3640	9
312592	1	83236	1300	10
312594	0	6423	6000	11
312595	1	15769	2160	12
312597	1	21318	9000	14
312598	0	6680	12768	8
312600	1	1029	0	8
312602	1	3720	0	12
312603	1	20521	834	12
312605	1	0	0	12
312606	1	66	0	14
312607	0	41318	0	16
312608	1	58435	14000	12
312612	1	33133	5400	12
312617	1	53653	11500	12
312618	0	26039	1500	12
312623	1	1816	0	12
312626	1	600	0	12
312627	1	36376	0	10
312628	1	405	0	8
312629	1	789	960	12
312630	0	1289	6900	12
312632	1	3942	2500	14
312635	0	0	0	16
312638	1	3577	0	11
312645	1	12057	2000	14
312646	1	54093	1200	10
312648	0	28140	759	12
312657	1	0	2179	12
312658	1	22449	100	10
312661	1	49022	2000	14
312662	1	21153	1500	9
312663	1	5232	2880	12
312668	1	59188	0	14
312669	1	0	0	7
312671	0	825	328	14
312674	0	39171	0	9
312675	1	9249	0	12
312676	1	15991	7600	11
312678	0	25039	21000	14
312682	1	1722	0	11
312683	1	1335	136	10
312688	1	4346	138	12
312689	1	5002	0	12
312691	0	48099	3000	16
312692	0	33214	0	14
312694	1	1671	0	9
312695	0	21486	0	11
312697	1	73052	8000	12
312698	1	654	2441	10
312702	0	1014	0	13
312707	1	12175	4000	12
312710	1	44637	5200	12
312713	0	6447	15000	12
312715	0	36942	9000	12
312718	1	10854	8000	12
312719	1	49397	17200	12
312720	1	4383	1400	13
312721	1	1368	50	11
312722	1	54703	13200	12
312725	1	4401	2000	11
312727	1	651	1562	12
312731	1	30099	2700	14
312739	1	12690	3800	12
312741	0	15305	0	12
312743	0	38037	7756	13
312744	0	3601	0	11
312747	1	738	0	10
312748	1	8127	9000	12
312750	0	129	0	8
312752	1	25890	4000	10
312754	1	45975	4500	16
312756	1	28062	7000	12
312758	1	29569	4910	16
312759	1	6783	0	12
312761	1	7280	0	12
312763	1	864	1877	12
312769	1	31488	18000	16
312772	1	10122	4800	12
312774	1	10740	14450	8
312775	1	16713	2500	11
312777	0	35458	15000	12
312780	1	11507	0	8
312782	1	32767	0	10
312785	1	15297	2900	12
312789	1	17876	0	12
312793	0	14748	0	12
312794	0	14267	0	16
312795	1	56067	18000	11
312796	0	20007	0	12
312797	1	19291	2700	14
312798	1	23684	5400	14
312799	0	0	0	12
312802	0	2752	2800	9
312803	0	1190	8500	10
312806	1	27273	778	16
312809	1	14349	11340	10
312810	1	29907	6513	13
312811	1	0	0	10
312812	1	28229	5070	13
312813	0	11885	1100	9
312814	1	31460	4500	12
312816	0	27626	10000	12
312817	0	8688	315	11
312820	1	23396	4710	10
312822	1	14790	665	11
312823	0	51631	1260	12
312824	1	2745	0	13
312825	1	0	0	11
312826	1	6988	938	10
312828	1	12689	451	12
312831	1	0	0	12
312835	0	984	0	12
312836	0	9896	17000	13
312838	1	325	0	9
